,0,1,2,3,4,5
0,0.0,27809.146558549335,27907.44820358517,27101.293696019533,28108.5854196698,28112.298411255928
1,0.0,28003.645123095535,27650.73689218359,25995.170377870785,26845.4794081488,27400.48657135188
2,0.0,28923.73137570752,28469.474020057707,26920.180784893557,27324.298352082962,28021.777325406096
3,0.0,28767.09667372714,29077.449146401486,27208.13071898136,27005.46650075975,27920.994969338608
4,0.0,27516.199881488723,28622.448648732076,27468.933226808345,28750.132574997,27153.9477582513
5,0.0,29660.771650720602,29967.972779429045,27340.7149155567,27188.24106176456,27658.169026113068
6,0.0,27743.76664477188,28018.013680811204,27168.411525045813,27098.601768655877,27104.050523003716
7,0.0,27746.457627576492,29383.268068076366,27430.082419780265,26997.558409495356,27807.01382660556
8,0.0,27586.697281888897,28293.11310375675,28205.82791187745,28154.094141598256,27458.991394208788
9,0.0,27469.515500218324,26229.264386481314,26956.157553903962,28493.81488861087,26821.87303014207
10,0.0,28306.144990744226,25444.075784242712,27991.955968390874,27420.538100624293,28233.125347656118
11,0.0,27858.859965400232,28237.81926515572,29717.675137200014,26744.672680287575,27709.55391424852
12,0.0,28198.46572106023,28606.581863495107,29474.657845811787,28663.903320129844,25954.353021560226
13,0.0,27315.94106619785,28868.480774875985,26709.796410103852,26900.412245363772,29340.62295797299
14,0.0,26805.321348161262,28805.089713790883,28039.38143324026,25551.47129420484,30557.15351410061
15,0.0,27960.378685680447,29420.3912818128,28562.85745911619,27532.36131954815,26308.625580615037
16,0.0,27679.56578238176,29821.244152188578,26957.122974851067,27536.113101340856,27970.865329416018
17,0.0,28607.405454533993,27740.635086064343,27731.17296962946,27974.92773011674,29687.761635567513
18,0.0,29218.375208529247,29335.9077831904,28608.80677683105,29155.137666470113,30187.929624324282
19,0.0,29845.2293609174,28012.762630895017,27801.10509413643,28664.072125900653,28442.124811054913
20,0.0,29212.640833007288,27542.81537937974,28100.6331963271,26792.485923800657,26996.658015230732
21,0.0,27130.461072239003,29880.192352535334,28915.569731862735,26563.937432896717,27264.01160636844
22,0.0,29285.63292252651,28202.54940731215,28084.960204892057,27826.256595624414,28178.273805204757
23,0.0,27907.540280162488,28412.96270616835,28625.77992143926,27340.877650964772,29811.107573052916
24,0.0,28992.271101757156,28982.67502151696,29635.756866337946,28970.986030813656,30414.78864876672
25,0.0,30064.37887944041,28340.920499839835,28845.172530540563,27158.287374702224,28420.914655535213
26,0.0,28160.03972921015,28725.54337062264,26726.452147407726,28055.491242008684,28060.614769469063
27,0.0,29097.481949302317,28144.189826096983,27116.810036270446,27950.664318845207,29716.47056361141
28,0.0,27540.799551656357,28676.283719132873,30427.037878894258,29653.540902851266,28808.59525579337
29,0.0,28460.691446518875,28338.727188051947,28513.986359240866,28399.764941744514,27019.91888354834
30,0.0,28189.616546841182,28019.081050189874,29803.856123131573,25902.39706492873,27480.911512146573
31,0.0,27157.501003029545,29373.67307978605,27623.602850875926,28259.944166260546,27416.694916060624
32,0.0,27672.80797451744,26871.308362300606,25304.7255834737,28781.9220510705,27715.063071122197
33,0.0,27868.960783341492,27841.21279062673,27817.034850414057,29123.471081808486,28075.26320986252
34,0.0,27724.693677639858,26716.181294825925,27893.10612028624,28181.596590146553,29023.799008232625
35,0.0,27546.41890187269,28170.478985640402,28004.167252933257,27050.127148983353,29553.224690790834
36,0.0,26174.010129126676,29381.49876572406,28402.571181575975,29928.49794347302,28708.27690601993
37,0.0,29303.45001588839,27700.001754076915,27375.21831551787,29740.182815276108,28054.134391547712
38,0.0,28592.412278884265,26550.337463248976,27578.833972129694,28228.63268203283,27211.325305844588
39,0.0,28532.09613856356,27044.72387329621,28750.969843029365,28472.327830600487,26838.72533861643
40,0.0,25354.722797612398,27648.091065893495,27973.897833853305,27851.987988551715,29420.760215501414
41,0.0,30768.957796674615,28631.063688273374,26731.592333853016,27672.267806470416,25808.602725854187
42,0.0,29381.354445056408,27760.261973447377,27740.984047175625,30482.907133043263,26528.21142939457
43,0.0,27558.926091952653,28651.87822031932,27041.586905144522,28856.725286410056,28204.83558321876
44,0.0,27371.92814605125,28036.663372184463,29130.10379899328,28974.45032772212,28589.33358581437
45,0.0,26434.266867319522,26818.798739722668,28188.478879173985,28264.28190553994,27258.869606951142
46,0.0,27369.64173200704,29200.934846264623,27879.563658352636,29170.795480882032,29335.12884651972
47,0.0,26581.848961695265,26987.05313233638,27528.133396220594,27131.208996552843,28780.980577221704
48,0.0,27815.790230200135,27925.227625259948,27705.31117987397,27783.207975966317,29610.513471249025
49,0.0,28104.99929759759,28464.208260559797,26976.543277177454,29181.689115329686,26448.02827089747
50,0.0,27355.79259424319,28133.687995694352,29210.044012330825,26684.49207762992,27685.58501390843
51,0.0,29992.17419445792,27864.316813578167,28012.661180396695,26813.945188440775,28536.59438278109
52,0.0,28341.331003810898,26748.68716441735,28397.29764673368,30363.72217839582,26966.551282579632
53,0.0,26435.18312731194,27399.82757686455,28425.165763716803,27526.139113602207,29497.195279346204
54,0.0,28881.720191717875,28223.15543726093,26864.75044858787,28189.605714094585,27781.52671196555
55,0.0,27599.38644902951,27514.836150037852,28474.96639736205,26335.52154246891,27803.50572861558
56,0.0,29405.62548708963,27652.907716842914,26738.137758098055,26903.960295176475,29334.781931683137
57,0.0,28102.766493358085,28236.44915770948,28509.232333272463,29977.75986713802,28147.779766452215
58,0.0,28578.41525092944,28962.37819131101,27284.4451730414,28404.890457127865,26211.525914163445
59,0.0,28211.107312789485,28018.641559445186,26426.838014745495,28713.991304069463,27098.524594157294
60,0.0,28376.786733691697,30819.717083963325,27446.0528571041,28294.351307811747,27539.646288149488
61,0.0,28642.026179714754,28169.85004698865,27259.48831091808,27945.02147045463,29299.815444216503
62,0.0,28899.285643022817,27959.0108479326,27800.141523095575,27614.649742513488,26992.52058495189
63,0.0,29164.510951094133,26964.545337157062,28171.992268892038,27892.630269515343,28756.41004911562
64,0.0,28558.11308493886,28196.189325777,28375.305727875242,30332.50141463761,28454.584174229538
65,0.0,27118.27325681402,26804.10796639094,28936.22485854209,27377.48730709585,26058.58194063125
66,0.0,28807.553707115367,27211.953694685308,27636.768366724787,27780.129606368835,27994.49275384765
67,0.0,27465.912809191177,27810.1316466648,29575.823729082895,27866.68104780443,28602.202803320622
68,0.0,27957.304873028086,30011.41961717118,28101.765053686988,28632.74800945878,29210.94698119248
69,0.0,27567.123523565286,28580.72158142719,30216.18104476155,30424.283892869153,28968.074154682727
70,0.0,29673.921287301986,28226.359061163403,26966.234141969355,29107.3203595327,28185.51617914802
71,0.0,25508.99632908165,30620.789523896,27322.546314325726,29890.759211403165,28898.69048073115
72,0.0,26840.214299705833,28854.064809307944,28612.772389433936,27551.09426759986,28305.325083742333
73,0.0,26787.006987335324,29854.768540248624,28431.156041659116,28992.712189304704,27847.70053964371
74,0.0,27234.719333044482,26189.07960605379,26681.999771134942,27121.196897877504,29437.01154171284
75,0.0,28816.667536598725,29663.379850706027,31283.76010883238,27940.287038567996,28596.392870258278
76,0.0,30041.471162444475,27964.385633404403,27609.825528282865,26117.000231487684,30535.28092077658
77,0.0,25960.95440808614,28347.003322932214,30584.286608104198,29120.764882593292,26588.710083477596
78,0.0,27327.57243670247,28997.342897071387,28363.701870113757,28925.156653870254,27248.603098448482
79,0.0,26174.291736898085,29229.277671722575,28955.981963340975,28711.092377804616,28081.24844529172
