,0,1,2,3,4,5
0,0.0,27533.11529329156,28491.24810914068,31005.225612064813,27190.791210561754,26572.161743833116
1,0.0,28397.8080228862,28006.566782354224,27879.48909784385,26476.312639045005,27535.537246318367
2,0.0,29187.059616383685,27761.859965409785,28051.815975372185,29848.11343459678,29066.52994748684
3,0.0,27336.979341881866,27688.295998943628,24850.71047680459,26588.747849346044,29294.46597178753
4,0.0,28146.89942216412,27080.843030539385,27084.72641641779,27676.636214238275,28879.764507879554
5,0.0,27505.19476433589,26359.523508700688,29117.759868566238,26656.193776885182,27889.093724061193
6,0.0,28573.394840948044,28257.255230045117,26384.151889182736,27096.427616425186,26222.34126841813
7,0.0,27973.98927655087,28526.573465123944,28046.206274880115,28608.625337004094,28439.49187494777
8,0.0,28284.976668432486,27109.277319306668,29194.922879526657,26682.202620254706,26586.50988135501
9,0.0,26310.810847351615,27399.838062872048,28428.870667656905,28682.074073683194,26250.59221396288
10,0.0,28991.578779323536,25117.222870182064,29346.4778209886,26177.702759527376,28689.856597162714
11,0.0,27214.377233506493,28841.232372272505,27825.723598217406,28476.03732193135,26678.150385567
12,0.0,29101.329729401332,26589.45339948616,26608.425708879207,28771.199655607194,27943.387636031825
13,0.0,28949.117210431134,27518.85988427225,28135.04896868791,27262.766301726362,28002.543296523578
14,0.0,27481.4210875906,29137.40287671381,27774.22084357843,30453.341641127518,26809.296099091112
15,0.0,29291.078119653128,27531.186676971734,27149.33430024093,30364.64191925709,29319.564561423253
16,0.0,27217.320369396228,27577.275988308334,29470.078963210366,30560.849151240443,27932.67501198089
17,0.0,28890.637749561036,29512.097562022813,26961.20998994184,27428.469803803055,27817.121714696565
18,0.0,27820.33866294634,25623.647378556852,29603.14087943357,29318.06257435277,29776.619852375436
19,0.0,29190.369869442387,29140.596921215067,28484.217294235023,27793.91075898082,27681.134376032198
20,0.0,26624.696144285816,27888.223866981345,28933.809516593814,26019.97046148714,27286.160625464596
21,0.0,27290.456332949216,28788.981209060803,28971.59654587375,29103.355872532302,29548.928809141205
22,0.0,29401.610224472206,27686.887149362774,27587.39398755161,28539.995096312647,29190.404455257347
23,0.0,28401.20684373723,26344.469864859773,26725.617424810815,28707.864083630215,29238.770758703955
24,0.0,29578.581078930933,27485.992593961477,27855.27224475692,27578.63385577257,28301.42719635083
25,0.0,28177.494977890346,28465.976071119338,29026.492202781654,28694.85705871736,30296.059962423773
