,0,1,2,3,4
144,1588921.5793715892,1220742.22296645,1264420.452873769,2729949.5412049843,840478.7438167458
145,1687348.38891442,1202921.953599716,1289475.038097305,2722510.144352954,806402.3341553739
146,1645767.330115416,1200561.3635582766,1153983.348400913,2779419.2992373556,818018.7594518809
147,1525911.5403909483,1154513.1336728572,1029563.2111606085,2802234.4752908214,792038.4564442663
148,1521319.1355213071,1178277.6993518968,976333.2201059981,2829178.9654238764,682901.267780894
149,1508756.662601197,1137830.8086101576,1025041.0221398319,2884376.9052276807,632747.4396939605
150,1410250.0736499047,1113669.8770780861,1116090.5470155086,2923026.5399321625,681422.4541690068
151,1518425.2756298082,1237382.4038254032,1058071.2136663413,2862479.095233726,778611.8841867046
152,1419855.4999933965,1273991.2164016236,1012437.1563909629,2998859.105914192,782744.5876085662
153,1334955.210285944,1166981.7951522474,972474.7639157618,3030119.200277712,723238.6676024506
154,1379585.0761812842,1119551.9225155716,945924.8937353524,3010130.401801978,727101.8894817182
155,1342653.6697157538,1134976.4173059058,1062213.5908911226,3059037.990752828,712343.2285409699
156,1484963.8728043907,1120873.8173091095,1114130.3665328084,3062684.6790854875,618336.1736922007
157,1547027.7522092601,1039643.0287579006,983103.1400340968,3058237.5343870823,718681.2164156379
158,1674011.2493094373,1026428.1693077192,922244.7094184987,3099671.337151535,755297.304197991
159,1623969.7525197347,964634.2861131475,853857.8047055188,3114252.2990785004,734467.6315403918
160,1626204.148920348,993872.2606813207,914588.6386032256,3018665.0977150723,674235.0953244551
161,1523748.8974231235,974122.1847446428,920415.7751646168,2987694.8036847766,606286.6399400753
162,1446971.2375379251,1026841.8007052388,919598.6591081765,3021610.572270848,659638.8341898823
163,1369779.6791559327,1072189.7541448274,971386.9336953654,3001632.5647819955,755070.9972527628
164,1291380.6519109902,1052829.8947461604,1033396.2603723861,2945104.709680778,765259.5466051424
165,1348272.226261285,1110318.5373214462,1025108.5580177912,2897267.7385640102,748985.6920322888
166,1385782.349733878,1097989.9717070078,986671.9751021912,2848336.0322873904,700745.8240556074
167,1380478.5109331456,1118509.1867097525,1000265.5549941969,2909964.615857715,709064.8867517072
168,1397703.3468376654,1118833.9646781727,1015811.6216191924,3113902.7292215303,682803.3528490965
169,1305126.8912652866,1129618.8964286135,1100923.4944340456,3159363.2621377893,676531.136816744
170,1310560.0576074223,1149585.0094901165,1055681.8712309315,3191064.3775292775,639861.9556997488
171,1342855.1872639973,1164733.9809850284,1038306.0547729625,3103533.0304263844,781854.0798842646
172,1281684.9841581532,1204457.535609405,1066802.7464906264,3074803.130743218,767278.1515876348
173,1361616.2629686212,1334627.1420256954,1082430.5282557034,3099082.758039359,793083.1485998775
174,1372645.8244214673,1284867.6241958984,1072514.682757635,3030635.9411858777,788296.7957017701
175,1300777.3002115753,1449611.2392928686,987631.4171028277,3076528.1633400917,800135.7703603599
176,1379665.9459499924,1506781.5128521794,938967.917131715,3025376.5760495476,830839.7030218593
177,1394720.5887953609,1534404.0916591657,903034.6864848775,2937188.5105546876,712222.268880194
178,1375647.571026307,1552959.6789907194,932915.0169500277,2999506.505704634,656260.299442449
179,1492720.1819184574,1542933.7601549034,817405.3207860385,3052192.127920142,628505.0699462625
180,1563942.6343857832,1586110.9123887052,836609.8264533407,3156333.1871577892,596772.7108669693
181,1614836.8007804893,1612130.2205568808,818803.2907188025,3159396.555668894,577694.9555160347
182,1550132.928064628,1586831.2235733229,841309.9489054814,3188999.7393017253,693857.6038054856
183,1599538.1820944091,1687522.373965652,740527.505219765,3156572.309830283,626620.3751104773
184,1640023.70211265,1610730.4463548586,704609.8080198725,3103931.6618154473,596318.1912236795
185,1569295.2297474225,1484493.9829798192,738820.7420364023,3145085.7297960385,561973.537593504
186,1589892.1996256555,1512966.5412180095,627528.4208338321,3100446.4135552077,531686.4899909719
187,1603445.3774117804,1581303.7625191957,576682.4218403889,3045048.8472591,528390.1253660356
188,1670686.8819351443,1590571.904284584,612526.3561011766,3131645.8075637906,517942.5175651073
189,1571872.4243207143,1559278.7322781298,663300.5324510349,3238464.9259644123,498392.52560085163
190,1562491.1591947821,1603429.3788472966,630133.9453898751,3281985.1706006844,526290.2403522765
191,1437943.96213035,1640624.4206857583,617452.2499946572,3244548.9632595037,584566.7888643299
192,1476702.6031675036,1589118.3537172307,645120.611545239,3146496.2025957503,557389.9249196483
193,1444375.4528601887,1601941.5091469162,760982.2360519784,3077732.939656734,568353.9023925993
194,1452953.4825868509,1626185.7089256141,837149.4529734491,3096855.0032356493,688481.5682057074
195,1394340.8233062937,1552474.0756507032,825204.8249315777,3149799.559173093,658091.7846617128
196,1456305.842855222,1398345.8672141568,793832.6679380527,3202112.5401428463,703374.4308060502
197,1442797.933121181,1431028.3766907076,849825.569820809,3207475.2936063427,716093.5630716903
198,1521447.4413546845,1510881.6007827213,814268.158181576,3157660.514546357,845131.4555768531
199,1543257.3540960085,1477106.6366825595,826360.3110855509,3137143.7394760335,919812.5279766109
200,1560266.5151962666,1455766.6538766997,719168.9666549426,2948329.3615740696,1054389.3755067817
201,1606113.9844044026,1510287.4560280754,671143.832427536,2862808.620536968,1039130.8269408289
202,1439952.680742098,1399868.1225493283,631991.7288957903,2841772.9760445417,1205690.4630724322
203,1348096.7062884944,1390789.7400430674,623280.8706407364,2841161.588623108,1309224.092184037
204,1337550.549681394,1522294.6223549289,523713.00205977575,2734256.040038893,1367873.6550098178
205,1245724.0103666284,1531619.7649976332,552163.1640862403,2682763.0101082814,1364330.47446634
206,1134739.15225335,1573737.9745594792,550652.0294224301,2683436.0796929584,1309618.892498916
207,1224690.1593984112,1570831.2478436274,526359.1251560979,2847835.389564746,1182149.4988885683
208,1237510.8772968196,1496172.8980328436,540613.8472420435,2859201.752003681,1158838.3205357383
209,1300185.6897000526,1443562.5516320455,545974.6244270488,2857119.813540751,1269920.944142362
210,1360299.9002438267,1370584.0083355966,520895.8346396651,2780711.804445911,1331723.67708963
211,1372630.1401838814,1331434.8965187978,577094.8666890347,2750501.8692316753,1338656.95740605
212,1376760.2619875472,1386758.2333873522,618177.0173585183,2695138.6299906736,1387650.7485465684
213,1320686.8341932676,1427169.085614661,715370.1429113075,2750048.1186480583,1408939.9919412904
214,1148441.9123814325,1478515.6740765497,792278.8810620366,2795988.17814592,1446548.1518398928
215,1180497.063069494,1519769.6703053487,819478.379509097,2867364.9268899346,1565962.3067535213
216,1201286.530886015,1484167.3605677676,795900.8989800131,2910749.7125173938,1654867.5124576685
217,1188725.57378407,1461109.1212255459,803487.1823886863,2967522.50022964,1698948.754364993
218,1199382.80726517,1456959.2807333993,892990.866627998,2925263.035235907,1638474.7149694664
219,1278503.6297366393,1400278.118802647,804866.6324015593,2964281.435922584,1714410.9020044678
220,1375460.0299512965,1396819.9824842073,858181.2739678913,2968020.647381138,1845661.4194905115
221,1403530.1426795903,1500418.9050839043,886082.866040266,3002436.635515147,1895851.64081859
222,1304957.1731236847,1489008.385556081,907566.3730034065,3063309.065417044,1900313.8320205514
223,1277983.5534140593,1467262.3259551572,950874.0506323095,3113044.2542979456,1999368.4196288302
224,1240194.0276331399,1390707.691613107,865954.6944421751,2937978.162928827,2001952.3858961654
225,1230850.2384370274,1430978.7120162747,812244.8439496541,2871237.9604137125,1937536.4841232803
226,1199956.3091084666,1356722.6714072472,778218.9079468504,2948923.7561610015,1899200.9577516825
227,1007604.6150596112,1361752.738745934,888328.8221456157,2917510.565661515,1855369.7973433717
228,967727.5621749898,1339679.8614004883,854535.8704005582,2998664.555301275,1792675.3015549127
229,802196.8744405902,1289001.0469986303,728095.9555839922,3039274.574309302,1827566.509353517
230,812160.520393557,1380288.0282830151,681198.5353361969,3126609.1495588515,1838595.4375262423
231,912919.0460216068,1411606.388635912,738550.6362880837,3261221.630613923,1991764.1911373348
232,926952.8083327267,1488863.343794954,797081.2528719159,3336022.090143862,2050018.2400075442
233,1015873.1293285098,1416864.770845416,762709.7129552254,3344362.0599798807,2162554.870691084
234,964951.2059698964,1468752.6862829057,706971.8327337408,3445939.4782787594,2162484.2214878537
235,869249.6383007055,1590767.3278033917,732377.8848615027,3377260.290444151,2173846.4798193444
236,902064.9695139508,1638664.971005593,737176.4848051452,3333108.768263774,2058717.4836312877
237,948196.7840295541,1647479.4242358366,701570.482500684,3206314.5232495684,2066060.6249630486
238,964925.1707805677,1586430.8264702528,739023.9551510465,3125931.558075343,2064825.6870581503
239,1047596.4894266417,1501907.2320974015,674140.4382750653,2995808.4679367985,2050026.9019901983
240,1104245.43491593,1353883.3786129754,651601.3396241667,2940756.4378080126,2023241.5747588729
241,1039225.7003950664,1284185.152656699,667308.0447769812,2891845.8361989725,2069824.517876448
242,1046446.7656518393,1310510.0544448288,681656.8147854016,2925194.0217860844,2099655.615577587
243,1172512.8157122354,1321066.5389990965,757944.1538392045,2906249.755591626,2041679.9758209097
244,1293528.43831102,1315771.2808001146,810581.712991182,2809838.2178954203,2088144.8548541227
245,1359693.3685176964,1289462.6702059142,841755.2302495803,2728520.9383460814,2079417.354430491
246,1352265.243359144,1232987.9538704564,914708.525384598,2824971.476791401,2113364.3135652565
247,1241024.7367018233,1228461.952003256,973908.7311354952,2944731.8576050196,2244117.387166953
248,1171414.0656629372,1276501.6741309264,1006367.2449397473,2914645.7245854735,2188407.5559894606
249,1272149.6991807625,1274931.1716295516,1000492.5063190751,2919667.4079442024,2185901.95817169
250,1266580.530358465,1322897.366702138,983391.1941840393,2908724.693218709,2200317.9946812396
251,1319906.3999719364,1287544.9732130317,1012206.2352000566,2771262.326760614,2242926.759495031
252,1393879.4307032193,1285540.2898374202,1019684.4266139437,2826058.546471177,2281183.342941456
253,1530951.9017248265,1206115.4513995978,934717.7463635299,2875456.205007462,2302321.136561265
254,1456869.7414709318,1283653.0186825863,944019.3909259676,2861467.585753578,2285996.9512329823
255,1448249.6986495994,1240999.8119409229,1001040.7331302561,2771757.6789059183,2187877.188938005
256,1415568.9405822582,1237717.0213555032,1014127.64248317,2647429.9875778803,2141334.243060192
257,1339775.5465259491,1170582.0477106725,975948.3748714933,2781567.437478263,2053855.7308620198
258,1367562.220199782,1176614.577622537,943063.9152552758,2817425.7890476813,2099646.6908283494
259,1240756.2888118788,1219269.9402663005,941203.9370923673,2796520.910756487,2129963.420477712
260,1178020.7491377972,1221770.1185395198,804734.9530527823,2755445.8036490954,2211921.966850229
261,1138473.088235085,1251413.0548757154,872196.7727805774,2788300.8759734225,2294899.528763801
262,1047848.7648416416,1231028.0793334015,871836.8462434614,2763014.4491740963,2269790.141921512
263,948907.8984159906,1203149.7964174058,770483.6023795386,2669569.389893227,2249268.470131449
264,1055685.2973293923,1212853.3711704952,738530.4752794626,2639968.0621661046,2167098.3852077993
265,1148694.165318191,1166079.3647770188,759920.3138623122,2540327.0317651625,2232432.299430483
266,1094374.8483752704,1169326.1735499224,795927.4349284079,2552964.7309895577,2275580.2185512604
267,1008803.4796788457,1191789.1198456031,757557.6282235658,2603551.9327738686,2273877.7531894217
268,903434.0871246689,1159192.308632991,711814.3612338954,2642243.709320488,2165481.393120963
269,858946.0467099481,1287495.5648916492,800578.1748332964,2576463.7246347833,2090029.2486663964
270,962034.9508001481,1404166.3923090403,983435.7285818954,2492640.2857381604,2102875.7344203917
271,954182.852370441,1312130.8581616709,1049612.3554105144,2500740.205713065,2055807.3241356392
272,993075.7588922193,1379020.7816169555,1192168.9400081085,2530280.867570417,2027971.6298313306
273,967406.0573345069,1266588.427314355,1274562.5555051027,2590016.3153465996,1926240.9572262396
274,867371.135586874,1293711.6853869038,1215314.3981636576,2630100.857913113,2093889.558285838
275,837895.5188379769,1284329.3009882227,1024454.2932822336,2565861.91576539,2076127.2489391842
276,812593.4332707585,1327794.088255614,998794.0495001164,2484240.304313382,2143586.8304554317
277,799028.6220664065,1338522.7377246865,1029118.4311736795,2485472.517978768,2198687.117419574
278,834218.3533933982,1206205.5353557111,1006286.4417086636,2574308.5755467666,2237356.730000927
279,821434.1805786743,1219311.0330004534,1006042.1758258757,2604138.822948779,2258274.8717696364
280,923735.3427320844,1256503.0929037696,1031762.1439530727,2683354.932703516,2384518.638458177
281,927152.0264827309,1350804.4853711636,1121478.578747178,2672465.8019661736,2425132.880320267
282,986330.2294066648,1405957.7045639746,1093248.3796457576,2668347.1797684804,2421430.236630278
283,1125019.0503004044,1507261.624116629,1008862.4814417845,2730269.7073601484,2439674.696934715
284,1192491.2470989083,1478875.6475700445,961164.1538886691,2797994.1826364473,2532452.1793308156
285,1235628.7807161445,1477219.1308191349,1061734.4418468121,2795758.716654183,2670981.07938396
286,1187189.597439749,1476608.6033035426,1084942.9682045393,2808916.802482987,2810895.8565918542
287,1114569.4071446843,1480980.3040554172,1011243.6566318478,2783798.9988537845,2809049.7255959455
288,1196482.0868205219,1461414.627126893,949875.5987191452,2897077.2263106974,2877034.910062653
289,1205174.9063967513,1453643.0704928625,872520.1677848888,2961886.255982205,2882921.2036784533
290,1165211.1001555477,1507701.1204098174,761721.0165123122,2940102.704558676,2878799.114780167
291,1152324.9084628858,1541094.1476068706,694144.4384477867,2953447.4519396885,2867276.4847658123
292,1103666.781069287,1493316.3248802046,675022.4016748185,3002034.699546011,2899800.410486757
293,1163201.0354818765,1489886.6249776524,805952.5170358932,2981208.995414437,2981181.1082102815
294,1146315.2255318137,1385547.9763701642,810852.7757258434,3039079.2738779727,3080197.8780747843
295,1184349.6151213173,1462867.790679507,766300.6731328594,3041126.731308848,3126605.5688147824
296,1213653.4702175949,1498712.7489389658,756213.7302085547,3056686.0867349943,2961098.4041584954
297,1235871.237358743,1512572.811554274,765701.6235601932,3050704.0350623056,3019161.779361545
298,1287573.6911358116,1529170.3111671712,855682.2788892826,2987406.3162834886,2989755.3587826965
299,1347522.3911723522,1482804.3779317024,778722.4855075551,2943493.073518144,2840832.438889181
300,1320004.2676192983,1553850.2461900192,781230.8629033836,3010120.200182804,2945699.7760932143
301,1177994.2945351484,1586461.8224138413,874772.3701263352,3025138.72269068,2965990.464496229
302,1141320.2671796596,1611885.280010442,931273.8551258309,3008970.771846582,2967206.6813897365
303,1165343.4102847814,1639997.5967246068,962621.3156946079,3045588.0576204103,3062795.4074704573
304,1266283.0027444558,1693382.26187112,955544.7191937206,3099369.413357158,2986036.266090192
305,1309832.2235166861,1774052.2841836682,897565.5949736063,3145088.589472127,2834542.2307404443
306,1293014.4645388706,1731041.4738189345,958328.6593748626,3236021.9100729823,2751768.25076757
307,1324046.5525905066,1829107.4526430527,816632.9699371892,3329389.54020482,2675427.746468381
308,1350828.7235789727,1804543.6543644145,798908.1352468978,3362000.6391282114,2617196.433935118
309,1557784.5620929922,1722294.1124266626,833147.2043995213,3358843.923217281,2639793.8168694167
310,1662205.210517543,1774181.596216064,806244.7702468252,3251451.0067590205,2661885.5871699397
311,1590451.3932150258,1790446.4513961503,806075.9746887658,3259629.4258637875,2758771.054801303
312,1598819.7506084738,1905602.5835742138,764342.2721487589,3252413.93643283,2770198.191587265
313,1645778.7981005441,2036583.2511668922,840228.2003044363,3268169.4498524284,2666510.0212140456
314,1785930.6546288705,2170532.6699445513,964904.1626499475,3189103.9941892973,2812358.0320990337
315,1698052.1342343441,2151527.107503211,1048417.4280831167,3378030.5726462984,2858528.9666244173
