,0,1,2,3,4
0,231162.31654098775,105547.3363524541,237027.5706115818,134113.59721165663,270886.60612565704
1,183687.55829836632,148094.19495894155,259110.79615142377,201985.04827262252,246725.57027062558
2,142568.4598300051,160225.55304349095,370439.1310675674,280533.6510676412,224800.19341694462
3,193560.77804387666,169487.67784035197,403494.7647728864,289122.2435951821,203344.6413071336
4,190771.6273171125,150607.12862473735,379577.4254940519,303042.91613782675,304054.93274378125
5,222310.06710336445,186938.08007117378,381924.0417952371,341809.7433604808,269295.9105603129
6,297107.46549530997,270906.41448726866,359201.9524730685,283953.240915256,407993.0276019543
7,369056.835376428,237179.43536155793,445275.2339209502,221256.07776835948,480361.45406830794
8,373344.9064504512,268655.2057936967,562298.1124278588,217267.61310508972,456104.9319797802
9,410472.0000415854,288860.5286714808,567049.3326306479,320814.214604174,510793.9998130066
10,440152.89376508736,323925.961399205,512280.44616917317,366584.0170056666,528247.5074538321
11,342535.697768286,346684.1265789997,629218.3698815458,413812.1548298035,561489.7472473748
12,177644.56683360547,344997.74067972624,614873.0317351158,571376.0522177699,556609.5095451836
13,233448.4576472832,444835.0784273489,603379.5711139101,565708.9150059281,578057.2914543906
14,275806.7341470865,543473.769927234,550961.872870052,645828.5566374381,520215.0901923585
15,259803.86848289456,518969.06755975017,510817.3231001977,762797.5068164754,367256.81866831146
16,250483.18960136105,529929.6253617821,545617.2080941657,829238.8932931864,386252.9360412465
17,254784.1635985258,546135.2072523854,559384.2744392358,830025.6201720131,399629.58476932655
18,247106.51553073776,608069.0128658131,632216.5137089936,850518.1484876341,410610.26038721344
19,277080.48573095084,565474.6899893436,650253.4374694738,722841.4765814004,409132.47708101803
20,381977.80126062786,634656.422963732,625808.0785182698,771116.501341834,556311.5953656198
21,301999.3403224744,634894.3354944983,581207.1768843686,732027.8567116136,636123.5983658873
22,262095.2226554883,615879.2683254859,574702.4229695875,713333.9526119303,734358.7571547286
23,298931.69404527114,638964.1979975064,738151.5738002225,736152.5188035126,737626.9184801353
24,304515.41137233225,661974.1495475798,760990.536658957,657179.5885371838,798175.5043581882
25,297479.43056762055,745346.8949659809,742543.4957392875,714615.0204465624,891912.8451014343
26,303952.4533212174,732878.6090901041,823809.9330675624,748813.0313372203,823336.8523343414
27,326737.3778484681,782807.6615716503,846240.1484662516,798488.3710458798,824093.9373152416
28,339588.49605101434,766590.7014986508,835286.0045576982,828738.4396221035,857461.0550389298
29,317983.9650398296,749232.9288691042,915611.7940710204,812884.4475495694,864821.8216027578
30,240472.47699758058,791238.7568087247,959424.1332733592,882416.0244920864,718914.9341736673
31,320618.479828438,723525.9163082272,974946.2903910304,789936.9216312979,683175.9850117929
32,370117.04409515916,654748.7876116172,905897.0070515248,750789.8463178077,768845.0794830432
33,378193.09886906436,615251.6223633233,865358.8828580092,626587.3328679296,799195.0172144161
